Country,NUTS1_ID,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
AT,AT2,AT21,Kärnten,ESF,2011,2007-2013,3379812,5363745,351980,11136
AT,AT2,AT21,Kärnten,ESF,2012,2007-2013,11081657,10143844,351980,11136
AT,AT2,AT21,Kärnten,ESF,2013,2007-2013,7440964,6605104,148294,4692
AT,AT2,AT21,Kärnten,ESF,2014,2007-2013,4196065,3115192,191763,6067
AT,AT2,AT22,Steiermark,EAFRD,1994,1994-1999,0,1086033,133710,4230
AT,AT2,AT22,Steiermark,EAFRD,1995,1994-1999,3238000,4850414,198517,6281
AT,AT2,AT22,Steiermark,EAFRD,1996,1994-1999,8045400,5781365,278743,8819
AT,AT2,AT22,Steiermark,EAFRD,1997,1994-1999,1295200,3565350,279496,8843
AT,AT2,AT22,Steiermark,EAFRD,1998,1994-1999,8063635,6829039,152001,4809
AT,AT2,AT22,Steiermark,EAFRD,1999,1994-1999,4382698,6585187,275067,8703
AT,AT2,AT22,Steiermark,EAFRD,2000,1994-1999,10849448,7354074,436147,13799
AT,AT2,AT22,Steiermark,EAFRD,2001,1994-1999,16172,486948,129153,4086
AT,AT2,AT22,Steiermark,EAFRD,2002,1994-1999,0,1283730,79763,2524
AT,AT2,AT22,Steiermark,EAFRD,2003,1994-1999,1931590,0,0,0
AT,AT2,AT22,Steiermark,EAFRD,2000,2000-2006,0,519062,47265,1495
AT,AT2,AT22,Steiermark,EAFRD,2001,2000-2006,1116234,756144,32789,1037
AT,AT2,AT22,Steiermark,EAFRD,2002,2000-2006,341868,626740,25940,821
AT,AT2,AT22,Steiermark,EAFRD,2003,2000-2006,954480,1242040,26185,828
AT,AT2,AT22,Steiermark,EAFRD,2004,2000-2006,1572873,2193509,307558,9731
AT,AT2,AT22,Steiermark,EAFRD,2005,2000-2006,2569357,2737512,286225,9056
AT,AT2,AT22,Steiermark,EAFRD,2006,2000-2006,2512054,3030162,286225,9056
AT,AT2,AT22,Steiermark,EAFRD,2007,2000-2006,3692099,2953477,258957,8193
AT,AT2,AT22,Steiermark,EAFRD,2008,2000-2006,2657446,1543179,106827,3380
AT,AT2,AT22,Steiermark,EAFRD,2009,2000-2006,0,213317,16884,534
AT,AT2,AT22,Steiermark,EAFRD,2010,2000-2006,398732,0,0,0
AT,AT2,AT22,Steiermark,EAFRD,2007,2007-2013,102104989,122732445,6003698,189949
AT,AT2,AT22,Steiermark,EAFRD,2008,2007-2013,117980569,120049964,602305,19056
AT,AT2,AT22,Steiermark,EAFRD,2009,2007-2013,129816655,128304442,440135,13925
AT,AT2,AT22,Steiermark,EAFRD,2010,2007-2013,121167421,119235942,562164,17786
AT,AT2,AT22,Steiermark,EAFRD,2011,2007-2013,110120154,111425527,379934,12021
AT,AT2,AT22,Steiermark,EAFRD,2012,2007-2013,117586351,118468608,379934,12021
AT,AT2,AT22,Steiermark,EAFRD,2013,2007-2013,122632498,109769018,3743964,118454
AT,AT2,AT22,Steiermark,EAFRD,2014,2007-2013,49058681,42705070,1849242,58507
AT,AT2,AT22,Steiermark,EAFRD,2015,2007-2013,12718636,10494938,647215,20477
AT,AT2,AT22,Steiermark,ERDF,1994,1994-1999,0,2811021,277909,8793
AT,AT2,AT22,Steiermark,ERDF,1995,1994-1999,6954000,8475133,150385,4758
AT,AT2,AT22,Steiermark,ERDF,1996,1994-1999,10717030,11287897,56438,1786
AT,AT2,AT22,Steiermark,ERDF,1997,1994-1999,12129261,13552919,140749,4453
AT,AT2,AT22,Steiermark,ERDF,1998,1994-1999,15651156,10809634,1505309,47626
AT,AT2,AT22,Steiermark,ERDF,1999,1994-1999,1699352,8726901,1217477,38519
AT,AT2,AT22,Steiermark,ERDF,2000,1994-1999,18284986,15704533,1105785,34986
AT,AT2,AT22,Steiermark,ERDF,2001,1994-1999,14194332,8899075,536613,16978
AT,AT2,AT22,Steiermark,ERDF,2002,1994-1999,644312,938827,62976,1992
AT,AT2,AT22,Steiermark,ERDF,2003,1994-1999,927299,0,0,0
AT,AT2,AT22,Steiermark,ERDF,2004,1994-1999,4211,0,0,0
AT,AT2,AT22,Steiermark,ERDF,2000,2000-2006,0,5036302,675678,21378
AT,AT2,AT22,Steiermark,ERDF,2001,2000-2006,15723275,13579811,287571,9098
AT,AT2,AT22,Steiermark,ERDF,2002,2000-2006,9031408,14903349,787789,24925
AT,AT2,AT22,Steiermark,ERDF,2003,2000-2006,27363536,31431713,545793,17268
AT,AT2,AT22,Steiermark,ERDF,2004,2000-2006,40064336,37168877,388459,12290
AT,AT2,AT22,Steiermark,ERDF,2005,2000-2006,31024748,31147810,16510,522
AT,AT2,AT22,Steiermark,ERDF,2006,2000-2006,31408946,28582135,16510,522
AT,AT2,AT22,Steiermark,ERDF,2007,2000-2006,19334314,21394193,1354862,42866
AT,AT2,AT22,Steiermark,ERDF,2008,2000-2006,27819092,20066121,1070945,33883
AT,AT2,AT22,Steiermark,ERDF,2009,2000-2006,0,3269256,206697,6540
AT,AT2,AT22,Steiermark,ERDF,2012,2000-2006,4809913,0,0,0
AT,AT2,AT22,Steiermark,ERDF,2007,2007-2013,3101237,5214651,195113,6173
AT,AT2,AT22,Steiermark,ERDF,2008,2007-2013,4651856,8671710,371118,11742
AT,AT2,AT22,Steiermark,ERDF,2009,2007-2013,13499995,16249804,253866,8032
AT,AT2,AT22,Steiermark,ERDF,2010,2007-2013,19552626,15935638,333925,10565
AT,AT2,AT22,Steiermark,ERDF,2011,2007-2013,11591241,6663048,833497,26371
AT,AT2,AT22,Steiermark,ERDF,2012,2007-2013,0,1472009,833497,26371
AT,AT2,AT22,Steiermark,ERDF,2013,2007-2013,0,4767986,3986332,126122
AT,AT2,AT22,Steiermark,ERDF,2014,2007-2013,0,19938384,5354362,169405
AT,AT2,AT22,Steiermark,ERDF,2015,2007-2013,55170080,32955379,2182965,69066
AT,AT2,AT22,Steiermark,ERDF,2016,2007-2013,9468238,5166662,397127,12565
AT,AT2,AT22,Steiermark,ESF,2000,2000-2006,4649228,6297778,518475,16404
AT,AT2,AT22,Steiermark,ESF,2001,2000-2006,10016364,10143101,39859,1261
AT,AT2,AT22,Steiermark,ESF,2002,2000-2006,10786400,10658476,40232,1273
AT,AT2,AT22,Steiermark,ESF,2003,2000-2006,10009153,11515151,473642,14985
AT,AT2,AT22,Steiermark,ESF,2004,2000-2006,19159388,19277451,37131,1175
AT,AT2,AT22,Steiermark,ESF,2005,2000-2006,19876726,18908907,304383,9630
AT,AT2,AT22,Steiermark,ESF,2006,2000-2006,13996393,12609687,304383,9630
AT,AT2,AT22,Steiermark,ESF,2007,2000-2006,5570957,4860944,223302,7065
AT,AT2,AT22,Steiermark,ESF,2008,2000-2006,1257015,1695354,137859,4362
AT,AT2,AT22,Steiermark,ESF,2009,2000-2006,0,3275074,202926,6420
AT,AT2,AT22,Steiermark,ESF,2010,2000-2006,467676,0,0,0
AT,AT2,AT22,Steiermark,ESF,2013,2000-2006,3452623,0,0,0
AT,AT2,AT22,Steiermark,ESF,2007,2007-2013,1092099,1514073,74865,2369
AT,AT2,AT22,Steiermark,ESF,2008,2007-2013,1638149,4149152,445490,14095
AT,AT2,AT22,Steiermark,ESF,2009,2007-2013,11386136,9780692,284830,9012
AT,AT2,AT22,Steiermark,ESF,2010,2007-2013,5153626,4913745,42559,1346
AT,AT2,AT22,Steiermark,ESF,2011,2007-2013,4222380,6700897,439727,13912
AT,AT2,AT22,Steiermark,ESF,2012,2007-2013,13844253,12672648,439727,13912
AT,AT2,AT22,Steiermark,ESF,2013,2007-2013,9295956,8251720,185263,5861
AT,AT2,AT22,Steiermark,ESF,2014,2007-2013,5242121,3891792,239569,7580
AT,AT3,AT31,Oberösterreich,EAFRD,1994,1994-1999,0,1381992,162202,5132
AT,AT3,AT31,Oberösterreich,EAFRD,1995,1994-1999,3962500,3656090,35963,1138
AT,AT3,AT31,Oberösterreich,EAFRD,1996,1994-1999,3083950,4275915,139899,4426
AT,AT3,AT31,Oberösterreich,EAFRD,1997,1994-1999,6501600,6632620,15378,487
AT,AT3,AT31,Oberösterreich,EAFRD,1998,1994-1999,6877264,5910667,113448,3589
AT,AT3,AT31,Oberösterreich,EAFRD,1999,1994-1999,4105800,8483748,514404,16275
AT,AT3,AT31,Oberösterreich,EAFRD,2000,1994-1999,16640400,10865958,677936,21449
AT,AT3,AT31,Oberösterreich,EAFRD,2001,1994-1999,15670,97524,23506,744
AT,AT3,AT31,Oberösterreich,EAFRD,2002,1994-1999,0,219083,13771,436
AT,AT3,AT31,Oberösterreich,EAFRD,2003,1994-1999,336413,0,0,0
AT,AT3,AT31,Oberösterreich,EAFRD,2000,2000-2006,0,505343,46016,1456
AT,AT3,AT31,Oberösterreich,EAFRD,2001,2000-2006,1086731,736159,31923,1010
AT,AT3,AT31,Oberösterreich,EAFRD,2002,2000-2006,332832,610174,25254,799
AT,AT3,AT31,Oberösterreich,EAFRD,2003,2000-2006,929252,1209212,25493,807
AT,AT3,AT31,Oberösterreich,EAFRD,2004,2000-2006,1531301,2136541,297773,9421
AT,AT3,AT31,Oberösterreich,EAFRD,2005,2000-2006,2501448,2687288,292722,9261
AT,AT3,AT31,Oberösterreich,EAFRD,2006,2000-2006,2445659,2941291,292722,9261
AT,AT3,AT31,Oberösterreich,EAFRD,2007,2000-2006,3594514,2861532,250658,7930
AT,AT3,AT31,Oberösterreich,EAFRD,2008,2000-2006,2587208,1501919,103250,3267
AT,AT3,AT31,Oberösterreich,EAFRD,2009,2000-2006,0,207679,16437,520
AT,AT3,AT31,Oberösterreich,EAFRD,2010,2000-2006,388194,0,0,0
AT,AT3,AT31,Oberösterreich,EAFRD,2007,2007-2013,91724318,110254649,5393322,170637
AT,AT3,AT31,Oberösterreich,EAFRD,2008,2007-2013,105985881,107844887,541071,17119
AT,AT3,AT31,Oberösterreich,EAFRD,2009,2007-2013,116618632,115260161,395388,12510
AT,AT3,AT31,Oberösterreich,EAFRD,2010,2007-2013,108848737,107113624,505011,15978
AT,AT3,AT31,Oberösterreich,EAFRD,2011,2007-2013,98924608,100097268,341307,10798
AT,AT3,AT31,Oberösterreich,EAFRD,2012,2007-2013,105631742,106424303,341307,10798
AT,AT3,AT31,Oberösterreich,EAFRD,2013,2007-2013,110164863,98609171,3363328,106411
AT,AT3,AT31,Oberösterreich,EAFRD,2014,2007-2013,44071050,38363389,1661236,52559
AT,AT3,AT31,Oberösterreich,EAFRD,2015,2007-2013,11425575,9427953,581415,18395
AT,AT3,AT31,Oberösterreich,ERDF,1994,1994-1999,0,2497195,244082,7722
AT,AT3,AT31,Oberösterreich,ERDF,1995,1994-1999,6105400,5841238,25820,817
AT,AT3,AT31,Oberösterreich,ERDF,1996,1994-1999,5459549,7656441,214730,6794
AT,AT3,AT31,Oberösterreich,ERDF,1997,1994-1999,10830737,9028187,176186,5574
AT,AT3,AT31,Oberösterreich,ERDF,1998,1994-1999,6423675,8577060,727681,23023
AT,AT3,AT31,Oberösterreich,ERDF,1999,1994-1999,10744028,10514922,537317,17000
AT,AT3,AT31,Oberösterreich,ERDF,2000,1994-1999,10526057,6894071,492140,15571
AT,AT3,AT31,Oberösterreich,ERDF,2001,1994-1999,283476,2032580,524759,16603
AT,AT3,AT31,Oberösterreich,ERDF,2002,1994-1999,244800,3856115,260852,8253
AT,AT3,AT31,Oberösterreich,ERDF,2003,1994-1999,6275275,0,0,0
AT,AT3,AT31,Oberösterreich,ERDF,2004,1994-1999,4810,0,0,0
AT,AT3,AT31,Oberösterreich,ERDF,2000,2000-2006,0,3832394,524709,16601
AT,AT3,AT31,Oberösterreich,ERDF,2001,2000-2006,12160369,10940449,167024,5284
AT,AT3,AT31,Oberösterreich,ERDF,2002,2000-2006,8289505,10607104,317312,10039
AT,AT3,AT31,Oberösterreich,ERDF,2003,2000-2006,15643356,16769021,154120,4876
AT,AT3,AT31,Oberösterreich,ERDF,2004,2000-2006,19215146,18832552,52383,1657
AT,AT3,AT31,Oberösterreich,ERDF,2005,2000-2006,18001156,18658200,89959,2846
AT,AT3,AT31,Oberösterreich,ERDF,2006,2000-2006,20085988,20831617,89959,2846
AT,AT3,AT31,Oberösterreich,ERDF,2007,2000-2006,21169650,17342279,662290,20954
AT,AT3,AT31,Oberösterreich,ERDF,2008,2000-2006,8981257,7409120,372780,11794
AT,AT3,AT31,Oberösterreich,ERDF,2009,2000-2006,0,3642697,229510,7261
AT,AT3,AT31,Oberösterreich,ERDF,2011,2000-2006,5319006,0,0,0
AT,AT3,AT31,Oberösterreich,ERDF,2007,2007-2013,1910870,3081996,118439,3747
AT,AT3,AT31,Oberösterreich,ERDF,2008,2007-2013,2866305,3251355,38941,1232
AT,AT3,AT31,Oberösterreich,ERDF,2009,2007-2013,3808708,6573296,279591,8846
AT,AT3,AT31,Oberösterreich,ERDF,2010,2007-2013,10574982,12941146,239297,7571
AT,AT3,AT31,Oberösterreich,ERDF,2011,2007-2013,16366120,13548424,1244540,39375
AT,AT3,AT31,Oberösterreich,ERDF,2012,2007-2013,8003289,10654771,1244540,39375
AT,AT3,AT31,Oberösterreich,ERDF,2013,2007-2013,12919896,13383870,1115706,35299
AT,AT3,AT31,Oberösterreich,ERDF,2014,2007-2013,12140122,13291290,1504304,47594
AT,AT3,AT31,Oberösterreich,ERDF,2015,2007-2013,18775930,12029307,713247,22566
AT,AT3,AT31,Oberösterreich,ERDF,2016,2007-2013,3400121,2010887,140497,4445
AT,AT3,AT31,Oberösterreich,ESF,2000,2000-2006,5431406,6784285,546055,17276
AT,AT3,AT31,Oberösterreich,ESF,2001,2000-2006,10032675,10350230,128173,4055
AT,AT3,AT31,Oberösterreich,ESF,2002,2000-2006,12387597,12157487,92878,2939
AT,AT3,AT31,Oberösterreich,ESF,2003,2000-2006,10681147,11279938,241687,7647
AT,AT3,AT31,Oberösterreich,ESF,2004,2000-2006,15121656,15440815,128820,4076
AT,AT3,AT31,Oberösterreich,ESF,2005,2000-2006,17488474,17070241,168809,5341
AT,AT3,AT31,Oberösterreich,ESF,2006,2000-2006,14386946,12881542,168809,5341
AT,AT3,AT31,Oberösterreich,ESF,2007,2000-2006,3223178,2868106,143316,4534
AT,AT3,AT31,Oberösterreich,ESF,2008,2000-2006,590037,1054377,187419,5930
AT,AT3,AT31,Oberösterreich,ESF,2009,2000-2006,0,3489581,219533,6946
AT,AT3,AT31,Oberösterreich,ESF,2013,2000-2006,4033486,0,0,0
AT,AT3,AT31,Oberösterreich,ESF,2007,2007-2013,1093771,1516390,74979,2372
AT,AT3,AT31,Oberösterreich,ESF,2008,2007-2013,1640656,4155501,446172,14116
AT,AT3,AT31,Oberösterreich,ESF,2009,2007-2013,11403560,9795659,285266,9025
AT,AT3,AT31,Oberösterreich,ESF,2010,2007-2013,5161513,4921264,42624,1349
AT,AT3,AT31,Oberösterreich,ESF,2011,2007-2013,4228841,6711151,440400,13934
AT,AT3,AT31,Oberösterreich,ESF,2012,2007-2013,13865438,12692040,440400,13934
AT,AT3,AT31,Oberösterreich,ESF,2013,2007-2013,9310181,8264347,185547,5870
AT,AT3,AT31,Oberösterreich,ESF,2014,2007-2013,5250142,3897748,239935,7591
AT,AT3,AT32,Salzburg,EAFRD,1994,1994-1999,0,196383,25699,813
AT,AT3,AT32,Salzburg,EAFRD,1995,1994-1999,614500,573601,5352,169
AT,AT3,AT32,Salzburg,EAFRD,1996,1994-1999,486525,730198,31887,1009
AT,AT3,AT32,Salzburg,EAFRD,1997,1994-1999,1249000,1467177,28551,903
AT,AT3,AT32,Salzburg,EAFRD,1998,1994-1999,1931698,1581377,45843,1450
AT,AT3,AT32,Salzburg,EAFRD,1999,1994-1999,835513,1116513,36758,1163
AT,AT3,AT32,Salzburg,EAFRD,2000,1994-1999,1710315,1170107,70788,2240
AT,AT3,AT32,Salzburg,EAFRD,2001,1994-1999,3898,21407,5245,166
AT,AT3,AT32,Salzburg,EAFRD,2002,1994-1999,0,53899,3313,105
AT,AT3,AT32,Salzburg,EAFRD,2003,1994-1999,79215,0,0,0
AT,AT3,AT32,Salzburg,EAFRD,2000,2000-2006,0,145875,13283,420
AT,AT3,AT32,Salzburg,EAFRD,2001,2000-2006,313702,212504,9215,292
AT,AT3,AT32,Salzburg,EAFRD,2002,2000-2006,96077,176137,7290,231
AT,AT3,AT32,Salzburg,EAFRD,2003,2000-2006,268243,349058,7359,233
AT,AT3,AT32,Salzburg,EAFRD,2004,2000-2006,442034,608748,80173,2537
AT,AT3,AT32,Salzburg,EAFRD,2005,2000-2006,722083,770961,83682,2648
AT,AT3,AT32,Salzburg,EAFRD,2006,2000-2006,705978,852710,83682,2648
AT,AT3,AT32,Salzburg,EAFRD,2007,2000-2006,1037614,834496,71867,2274
AT,AT3,AT32,Salzburg,EAFRD,2008,2000-2006,746839,434190,29443,932
AT,AT3,AT32,Salzburg,EAFRD,2009,2000-2006,0,59950,4745,150
AT,AT3,AT32,Salzburg,EAFRD,2010,2000-2006,112058,0,0,0
AT,AT3,AT32,Salzburg,EAFRD,2007,2007-2013,25356072,30478556,1490918,47171
AT,AT3,AT32,Salzburg,EAFRD,2008,2007-2013,29298507,29812407,149572,4732
AT,AT3,AT32,Salzburg,EAFRD,2009,2007-2013,32237802,31862269,109300,3458
AT,AT3,AT32,Salzburg,EAFRD,2010,2007-2013,30089909,29610258,139604,4417
AT,AT3,AT32,Salzburg,EAFRD,2011,2007-2013,27346504,27670672,94350,2985
AT,AT3,AT32,Salzburg,EAFRD,2012,2007-2013,29200610,29419704,94350,2985
AT,AT3,AT32,Salzburg,EAFRD,2013,2007-2013,30453736,27259305,929751,29416
AT,AT3,AT32,Salzburg,EAFRD,2014,2007-2013,12182906,10605092,459228,14529
AT,AT3,AT32,Salzburg,EAFRD,2015,2007-2013,3158461,2606243,160725,5085
AT,AT3,AT32,Salzburg,ERDF,1994,1994-1999,0,302032,27361,866
AT,AT3,AT32,Salzburg,ERDF,1995,1994-1999,676000,752342,6916,219
AT,AT3,AT32,Salzburg,ERDF,1996,1994-1999,846866,1011727,14935,473
AT,AT3,AT32,Salzburg,ERDF,1997,1994-1999,1215852,1278781,180496,5711
AT,AT3,AT32,Salzburg,ERDF,1998,1994-1999,1148117,1590133,140245,4437
AT,AT3,AT32,Salzburg,ERDF,1999,1994-1999,1999965,1897924,153828,4867
AT,AT3,AT32,Salzburg,ERDF,2000,1994-1999,1992924,1225281,81694,2585
AT,AT3,AT32,Salzburg,ERDF,2001,1994-1999,103316,308963,70885,2243
AT,AT3,AT32,Salzburg,ERDF,2002,1994-1999,89220,475636,34799,1101
AT,AT3,AT32,Salzburg,ERDF,2003,1994-1999,768807,0,0,0
AT,AT3,AT32,Salzburg,ERDF,2004,1994-1999,1753,0,0,0
AT,AT3,AT32,Salzburg,ERDF,2000,2000-2006,0,603996,100739,3187
AT,AT3,AT32,Salzburg,ERDF,2001,2000-2006,2234056,1904029,55044,1742
AT,AT3,AT32,Salzburg,ERDF,2002,2000-2006,1013356,1611968,99841,3159
AT,AT3,AT32,Salzburg,ERDF,2003,2000-2006,3227499,3156020,11922,377
AT,AT3,AT32,Salzburg,ERDF,2004,2000-2006,2963113,3147865,30814,975
AT,AT3,AT32,Salzburg,ERDF,2005,2000-2006,3646472,3614928,5261,166
AT,AT3,AT32,Salzburg,ERDF,2006,2000-2006,3529798,3230652,5261,166
AT,AT3,AT32,Salzburg,ERDF,2007,2000-2006,2240288,1954016,67235,2127
AT,AT3,AT32,Salzburg,ERDF,2008,2000-2006,1118181,999816,50540,1599
AT,AT3,AT32,Salzburg,ERDF,2009,2000-2006,926650,676122,41785,1322
AT,AT3,AT32,Salzburg,ERDF,2007,2007-2013,276270,435999,17137,542
AT,AT3,AT32,Salzburg,ERDF,2008,2007-2013,414404,603447,20282,642
AT,AT3,AT32,Salzburg,ERDF,2009,2007-2013,904860,1342592,46964,1486
AT,AT3,AT32,Salzburg,ERDF,2010,2007-2013,2040522,1978729,6630,210
AT,AT3,AT32,Salzburg,ERDF,2011,2007-2013,1880207,1155496,77753,2460
AT,AT3,AT32,Salzburg,ERDF,2012,2007-2013,0,1132090,77753,2460
AT,AT3,AT32,Salzburg,ERDF,2013,2007-2013,2661688,2544985,149445,4728
AT,AT3,AT32,Salzburg,ERDF,2014,2007-2013,2118619,2192583,212814,6733
AT,AT3,AT32,Salzburg,ERDF,2015,2007-2013,2826237,1736886,116875,3698
AT,AT3,AT32,Salzburg,ESF,2000,2000-2006,2838905,3542324,285092,9020
AT,AT3,AT32,Salzburg,ESF,2001,2000-2006,5233970,5400730,67587,2138
AT,AT3,AT32,Salzburg,ESF,2002,2000-2006,6474791,6353908,48993,1550
AT,AT3,AT32,Salzburg,ESF,2003,2000-2006,5575327,5884162,125169,3960
AT,AT3,AT32,Salzburg,ESF,2004,2000-2006,7873289,8039582,67398,2132
AT,AT3,AT32,Salzburg,ESF,2005,2000-2006,9110634,8892735,88313,2794
AT,AT3,AT32,Salzburg,ESF,2006,2000-2006,7489298,6707012,88313,2794
AT,AT3,AT32,Salzburg,ESF,2007,2000-2006,1668495,1484868,74423,2355
AT,AT3,AT32,Salzburg,ESF,2008,2000-2006,302172,544898,98376,3112
AT,AT3,AT32,Salzburg,ESF,2009,2000-2006,0,1824900,114835,3633
AT,AT3,AT32,Salzburg,ESF,2013,2000-2006,2108236,0,0,0
AT,AT3,AT32,Salzburg,ESF,2007,2007-2013,632867,877399,43384,1373
AT,AT3,AT32,Salzburg,ESF,2008,2007-2013,949300,2404415,258160,8168
AT,AT3,AT32,Salzburg,ESF,2009,2007-2013,6598215,5667867,165058,5222
AT,AT3,AT32,Salzburg,ESF,2010,2007-2013,2986504,2847493,24663,780
AT,AT3,AT32,Salzburg,ESF,2011,2007-2013,2446851,3883140,254820,8062
AT,AT3,AT32,Salzburg,ESF,2012,2007-2013,8022683,7343743,254820,8062
AT,AT3,AT32,Salzburg,ESF,2013,2007-2013,5386965,4781835,107359,3397
AT,AT3,AT32,Salzburg,ESF,2014,2007-2013,3037785,2255276,138829,4392
AT,AT3,AT33,Tirol,EAFRD,1994,1994-1999,0,483330,53620,1696
AT,AT3,AT33,Tirol,EAFRD,1995,1994-1999,1321000,1225052,10644,337
AT,AT3,AT33,Tirol,EAFRD,1996,1994-1999,1058763,1164773,11761,372
AT,AT3,AT33,Tirol,EAFRD,1997,1994-1999,1348500,2309734,106639,3374
AT,AT3,AT33,Tirol,EAFRD,1998,1994-1999,3975669,3862782,194741,6161
AT,AT3,AT33,Tirol,EAFRD,1999,1994-1999,3357768,3302797,171577,5428
AT,AT3,AT33,Tirol,EAFRD,2000,1994-1999,3426979,2258128,137675,4356
AT,AT3,AT33,Tirol,EAFRD,2001,1994-1999,5759,256285,71792,2271
AT,AT3,AT33,Tirol,EAFRD,2002,1994-1999,0,638557,40875,1293
AT,AT3,AT33,Tirol,EAFRD,2003,1994-1999,1007000,0,0,0
AT,AT3,AT33,Tirol,EAFRD,2000,2000-2006,0,191474,17435,552
AT,AT3,AT33,Tirol,EAFRD,2001,2000-2006,411761,278930,12095,383
AT,AT3,AT33,Tirol,EAFRD,2002,2000-2006,126109,231194,9569,303
AT,AT3,AT33,Tirol,EAFRD,2003,2000-2006,352092,458169,9659,306
AT,AT3,AT33,Tirol,EAFRD,2004,2000-2006,580208,805851,111835,3538
AT,AT3,AT33,Tirol,EAFRD,2005,2000-2006,947795,1018969,112380,3556
AT,AT3,AT33,Tirol,EAFRD,2006,2000-2006,926656,1114733,112380,3556
AT,AT3,AT33,Tirol,EAFRD,2007,2000-2006,1361956,1086561,95625,3025
AT,AT3,AT33,Tirol,EAFRD,2008,2000-2006,980289,569383,39851,1261
AT,AT3,AT33,Tirol,EAFRD,2009,2000-2006,0,78689,6228,197
AT,AT3,AT33,Tirol,EAFRD,2010,2000-2006,147086,0,0,0
AT,AT3,AT33,Tirol,EAFRD,2007,2007-2013,37608672,45206451,2211362,69964
AT,AT3,AT33,Tirol,EAFRD,2008,2007-2013,43456177,44218404,221849,7019
AT,AT3,AT33,Tirol,EAFRD,2009,2007-2013,47815802,47258804,162116,5129
AT,AT3,AT33,Tirol,EAFRD,2010,2007-2013,44630001,43918573,207064,6551
AT,AT3,AT33,Tirol,EAFRD,2011,2007-2013,40560924,41041737,139942,4428
AT,AT3,AT33,Tirol,EAFRD,2012,2007-2013,43310973,43635938,139942,4428
AT,AT3,AT33,Tirol,EAFRD,2013,2007-2013,45169637,40431589,1379027,43630
AT,AT3,AT33,Tirol,EAFRD,2014,2007-2013,18069948,15729701,681138,21550
AT,AT3,AT33,Tirol,EAFRD,2015,2007-2013,4684697,3865636,238391,7542
AT,AT3,AT33,Tirol,ERDF,1994,1994-1999,0,526572,52789,1670
AT,AT3,AT33,Tirol,ERDF,1995,1994-1999,1321000,1896916,57736,1827
AT,AT3,AT33,Tirol,ERDF,1996,1994-1999,2765789,2227012,54012,1709
AT,AT3,AT33,Tirol,ERDF,1997,1994-1999,1414169,2033192,62057,1963
AT,AT3,AT33,Tirol,ERDF,1998,1994-1999,2967098,3176370,222049,7025
AT,AT3,AT33,Tirol,ERDF,1999,1994-1999,3149161,3167147,180022,5696
AT,AT3,AT33,Tirol,ERDF,2000,1994-1999,3383989,2203607,141679,4483
AT,AT3,AT33,Tirol,ERDF,2001,1994-1999,133955,470068,112278,3552
AT,AT3,AT33,Tirol,ERDF,2002,1994-1999,115678,853495,56714,1794
AT,AT3,AT33,Tirol,ERDF,2003,1994-1999,1301267,0,0,0
AT,AT3,AT33,Tirol,ERDF,2004,1994-1999,2273,0,0,0
AT,AT3,AT33,Tirol,ERDF,2000,2000-2006,0,1008530,143902,4553
AT,AT3,AT33,Tirol,ERDF,2001,2000-2006,3306256,3406906,14361,454
AT,AT3,AT33,Tirol,ERDF,2002,2000-2006,3636215,5376459,248306,7856
AT,AT3,AT33,Tirol,ERDF,2003,2000-2006,9341243,7557721,254481,8051
AT,AT3,AT33,Tirol,ERDF,2004,2000-2006,3494335,5341776,263601,8340
AT,AT3,AT33,Tirol,ERDF,2005,2000-2006,9550786,8057766,213031,6740
AT,AT3,AT33,Tirol,ERDF,2006,2000-2006,4656230,6068960,213031,6740
AT,AT3,AT33,Tirol,ERDF,2007,2000-2006,8865307,7128423,290889,9203
AT,AT3,AT33,Tirol,ERDF,2008,2000-2006,2990690,2606082,141131,4465
AT,AT3,AT33,Tirol,ERDF,2009,2000-2006,2332700,1621141,101529,3212
AT,AT3,AT33,Tirol,ERDF,2007,2007-2013,695460,1212670,45131,1428
AT,AT3,AT33,Tirol,ERDF,2008,2007-2013,1043190,2092695,91579,2897
AT,AT3,AT33,Tirol,ERDF,2009,2007-2013,3159993,2834704,28385,898
AT,AT3,AT33,Tirol,ERDF,2010,2007-2013,2503900,3347752,302878,9583
AT,AT3,AT33,Tirol,ERDF,2011,2007-2013,3953868,3627787,227538,7199
AT,AT3,AT33,Tirol,ERDF,2012,2007-2013,3062090,2143625,227538,7199
AT,AT3,AT33,Tirol,ERDF,2013,2007-2013,0,1728771,1296494,41019
AT,AT3,AT33,Tirol,ERDF,2014,2007-2013,0,6660179,2003509,63388
AT,AT3,AT33,Tirol,ERDF,2015,2007-2013,18615838,9386155,805376,25481
AT,AT3,AT33,Tirol,ESF,2000,2000-2006,2768694,3455482,278108,8799
AT,AT3,AT33,Tirol,ESF,2001,2000-2006,5106577,5269053,65793,2082
AT,AT3,AT33,Tirol,ESF,2002,2000-2006,6314658,6196890,47689,1509
AT,AT3,AT33,Tirol,ESF,2003,2000-2006,5438994,5741044,122312,3870
AT,AT3,AT33,Tirol,ESF,2004,2000-2006,7684874,7847163,65717,2079
