MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Planned EU amount,N+3 De-commitment Amount,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of additional initial pre-financing,Net additional initial pre-financing,Total net initial pre-financing,Cumulative annual pre-financing,Annual pre-financing covered by expenditure,Recovery of annual pre-financing,Net annual pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
FR,France,2014FR06RDRP073,Midi-Pyrénées - Rural Development,EAFRD,,2016,"1,307,335,083.00",0.00,"1,307,335,083.00","39,220,052.49",0.00,0.00,0.00,"39,220,052.49",0.00,0.00,0.00,0.00,"130,897,499.40",0.00,"130,897,499.40","170,117,551.89",13.01,13.01
FR,France,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,ERDF,Transition,2014,"673,578,758.00",0.00,"673,578,758.00","6,331,640.33",0.00,0.00,0.00,"6,331,640.33",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,331,640.33",0.94,0.94
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,YEI ESF Matching Component,,2016,"29,010,639.00",0.00,"29,010,639.00","870,319.17",0.00,0.00,0.00,"870,319.17","580,212.78",0.00,0.00,"580,212.78","5,767,502.54",0.00,"5,767,502.54","7,218,034.49",24.88,24.88
DE,Germany,2014DE16RFOP002,Bayern - ERDF,ERDF,More developed,2015,"494,704,308.00",0.00,"494,704,308.00","9,300,441.00",0.00,0.00,0.00,"9,300,441.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,300,441.00",1.88,1.88
GR,Greece,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - GR - ESF/YEI,ESF,More developed,2016,"332,884,350.00",0.00,"332,884,350.00","12,516,451.52","22,378,034.78",0.00,"22,378,034.78","34,894,486.30","6,258,225.76",0.00,0.00,"6,258,225.76","84,371,936.72",0.00,"84,371,936.72","125,524,648.78",37.71,37.71
IT,Italy,2014IT05M2OP001,Education - IT - ESF/ERDF,ESF,Transition,2014,"69,271,872.00",0.00,"69,271,872.00","651,155.60",0.00,0.00,0.00,"651,155.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"651,155.60",0.94,0.94
FR,France,2014FR16RFOP007,Réunion – ERDF,ERDF,Outermost or Northern Sparsely Populated,2015,"190,284,816.00",0.00,"190,284,816.00","3,577,354.52",0.00,0.00,0.00,"3,577,354.52",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,577,354.52",1.88,1.88
DE,Germany,2014DE16RFOP012,Sachsen - ERDF,ERDF,Transition,2014,"1,873,092,389.00",0.00,"1,873,092,389.00","17,607,068.45",0.00,0.00,0.00,"17,607,068.45",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,607,068.45",0.94,0.94
ES,Spain,2014ES05SFOP008,Ceuta  - ESF,ESF,More developed,2017,"10,321,885.00",0.00,"10,321,885.00","339,590.06",0.00,0.00,0.00,"339,590.06","448,744.00",0.00,"194,051.46","254,692.54",0.00,0.00,0.00,"594,282.60",5.76,5.76
FR,France,2014FR06RDRP082,Rhône-Alpes - Rural Development,EAFRD,,2016,"1,059,826,289.00",0.00,"1,059,826,289.00","31,794,788.67",0.00,0.00,0.00,"31,794,788.67",0.00,0.00,0.00,0.00,"112,599,239.85",0.00,"112,599,239.85","144,394,028.52",13.62,13.62
GR,Greece,2014GR16M2OP011,Crete - ERDF/ESF,ESF,Transition,2015,"58,257,622.00",0.00,"58,257,622.00","1,640,388.48","1,913,786.56",0.00,"1,913,786.56","3,554,175.04",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,554,175.04",6.10,6.10
FR,France,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,ERDF,Transition,2017,"305,969,459.00",0.00,"305,969,459.00","8,628,338.61",0.00,0.00,0.00,"8,628,338.61","13,302,022.03",0.00,"5,752,225.74","7,549,796.29","16,060,821.32",0.00,"16,060,821.32","32,238,956.22",10.54,10.54
SE,Sweden,2014SE16M2OP001,Community-led local Development - SE - ERDF/ESF,ESF,More developed,2015,"8,343,266.00",0.00,"8,343,266.00","156,853.40",0.00,0.00,0.00,"156,853.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"156,853.40",1.88,1.88
SE,Sweden,2014SE16RFOP009,National fund for investments in growth and jobs - ERDF,ERDF,More developed,2016,"133,244,750.00",0.00,"133,244,750.00","3,757,501.86",0.00,0.00,0.00,"3,757,501.86","2,505,001.24",0.00,0.00,"2,505,001.24","11,186,723.27",0.00,"11,186,723.27","17,449,226.37",13.10,13.10
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - ERDF/ESF/CF/YEI,ESF,More developed,2016,"338,918,438.00",0.00,"338,918,438.00","9,557,499.93",0.00,0.00,0.00,"9,557,499.93","6,371,666.62",0.00,0.00,"6,371,666.62","1,349,110.55",0.00,"1,349,110.55","17,278,277.10",5.10,5.10
IT,Italy,2014IT16RFOP002,Infrastructures and Networks - IT - ERDF,ERDF,Less developed,2016,"1,382,800,000.00",0.00,"1,382,800,000.00","38,994,960.00",0.00,0.00,0.00,"38,994,960.00","25,996,640.00",0.00,0.00,"25,996,640.00",0.00,0.00,0.00,"64,991,600.00",4.70,4.70
FR,France,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,ERDF,Transition,2017,"673,578,758.00",0.00,"673,578,758.00","18,994,920.99",0.00,0.00,0.00,"18,994,920.99","29,283,836.53",0.00,"12,663,280.66","16,620,555.87","37,720,701.15",0.00,"37,720,701.15","73,336,178.01",10.89,10.89
IT,Italy,2014IT05SFOP010,Umbria  - ESF,ESF,More developed,2017,"118,764,401.00",0.00,"118,764,401.00","3,349,156.11",0.00,0.00,0.00,"3,349,156.11","5,163,282.33",0.00,"2,232,770.74","2,930,511.59",0.00,0.00,0.00,"6,279,667.70",5.29,5.29
IT,Italy,2014IT16RFOP016,Sicilia - ERDF,ERDF,Less developed,2016,"3,418,431,018.00",0.00,"3,418,431,018.00","96,399,754.71",0.00,0.00,0.00,"96,399,754.71","64,266,503.14",0.00,0.00,"64,266,503.14",0.00,0.00,0.00,"160,666,257.85",4.70,4.70
CY,Cyprus,2014CY05FMOP001,FEAD - Cyprus,FEAD,,2016,"3,944,660.00",0.00,"3,944,660.00","433,912.60",0.00,0.00,0.00,"433,912.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"433,912.60",11.00,11.00
LT,Lithuania,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,YEI ESF Matching Component,,2017,"31,782,633.00",0.00,"31,782,633.00","953,478.99",0.00,0.00,0.00,"953,478.99","1,469,946.78",0.00,"635,652.66","834,294.12","7,210,976.18",0.00,"7,210,976.18","8,998,749.29",28.31,28.31
FR,France,2014FR05M9OP001,Youth Employment - FR - ESF/YEI,YEI Specific Allocation,,2014,"215,969,320.00",0.00,"215,969,320.00","2,159,693.20",0.00,0.00,0.00,"2,159,693.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,159,693.20",1.00,1.00
FR,France,2014FR16M2TA001,Technical Assistance - FR - ERDF/ESF,ERDF,Less developed,2014,"10,252,311.00",0.00,"10,252,311.00","102,523.11",0.00,0.00,0.00,"102,523.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,523.11",1.00,1.00
PL,Poland,2014PL05M9OP001,Knowledge Education Growth  - PL - ESF/YEI,ESF,More developed,2014,"568,659,174.00",0.00,"568,659,174.00","5,345,396.23",0.00,0.00,0.00,"5,345,396.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,345,396.23",0.94,0.94
ES,Spain,2014ES05SFOP008,Ceuta  - ESF,ESF,More developed,2016,"10,321,885.00",0.00,"10,321,885.00","339,590.06",0.00,0.00,0.00,"339,590.06","194,051.46",0.00,0.00,"194,051.46",0.00,0.00,0.00,"533,641.52",5.17,5.17
DE,Germany,2014DE16RFOP005,Bremen - ERDF,ERDF,More developed,2014,"103,021,352.00",0.00,"103,021,352.00","968,400.70",0.00,0.00,0.00,"968,400.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"968,400.70",0.94,0.94
FR,France,2014FR16M2OP005,Franche-Comté et Jura - ERDF/ESF,ESF,Transition,2016,"33,572,613.00",0.00,"33,572,613.00","946,747.68",0.00,0.00,0.00,"946,747.68","631,165.12",0.00,0.00,"631,165.12",0.00,0.00,0.00,"1,577,912.80",4.70,4.70
FR,France,2014FR16M0OP004,Champagne-Ardenne - ERDF/ESF/YEI,ESF,More developed,2017,"32,912,251.00",0.00,"32,912,251.00","1,014,868.02",0.00,0.00,0.00,"1,014,868.02","1,564,588.20",0.00,"676,578.68","888,009.52","1,851,345.87",0.00,"1,851,345.87","3,754,223.41",11.41,11.41
FR,France,2014FR16M2OP005,Franche-Comté et Jura - ERDF/ESF,ERDF,Transition,2016,"145,993,387.00",0.00,"145,993,387.00","4,117,013.49",0.00,0.00,0.00,"4,117,013.49","2,744,675.66",0.00,0.00,"2,744,675.66","2,345,102.05",0.00,"2,345,102.05","9,206,791.20",6.31,6.31
FR,France,2014FR16M0OP014,Regional programme Bourgogne 2014-2020,ERDF,More developed,2017,"183,532,126.00",0.00,"183,532,126.00","5,175,605.94",0.00,0.00,0.00,"5,175,605.94","7,979,059.17",0.00,"3,450,403.96","4,528,655.21","11,276,343.65",0.00,"11,276,343.65","20,980,604.80",11.43,11.43
IT,Italy,2014IT16RFOP021,Veneto - ERDF,ERDF,More developed,2016,"300,155,358.00",0.00,"300,155,358.00","8,464,381.11",0.00,0.00,0.00,"8,464,381.11","5,642,920.74",0.00,0.00,"5,642,920.74",0.00,0.00,0.00,"14,107,301.85",4.70,4.70
IT,Italy,2014IT05SFOP012,Veneto  - ESF,ESF,More developed,2017,"382,015,911.00",0.00,"382,015,911.00","10,772,848.68",0.00,0.00,0.00,"10,772,848.68","16,608,141.72",0.00,"7,181,899.12","9,426,242.60","28,274,532.56",0.00,"28,274,532.56","48,473,623.84",12.69,12.69
PL,Poland,2014PL16M2OP013,Świętokrzyskie Voivodeship - ERDF/ESF,ESF,Less developed,2015,"383,839,527.00",0.00,"383,839,527.00","7,216,183.10",0.00,0.00,0.00,"7,216,183.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,216,183.10",1.88,1.88
AT,Austria,2014AT05FMOP001,FEAD - Austria,FEAD,,2014,"18,032,733.00",0.00,"18,032,733.00","1,983,600.63",0.00,0.00,0.00,"1,983,600.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,983,600.63",11.00,11.00
ES,Spain,2014ES05SFOP002,Employment training and education - ES - ESF,ESF,Less developed,2016,"166,668,020.00",0.00,"166,668,020.00","5,476,900.00",0.00,0.00,0.00,"5,476,900.00","3,129,657.14",0.00,0.00,"3,129,657.14",0.00,0.00,0.00,"8,606,557.14",5.16,5.16
GR,Greece,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - GR - ESF/YEI,ESF,Less developed,2014,"1,068,478,721.00",0.00,"1,068,478,721.00","15,028,102.22",0.00,0.00,0.00,"15,028,102.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,028,102.22",1.41,1.41
IT,Italy,2014IT05SFOP002,Systems for Active Employment Policies - IT - ESF,ESF,Transition,2017,"32,325,724.00",0.00,"32,325,724.00","911,585.43",0.00,0.00,0.00,"911,585.43","1,405,360.88",0.00,"607,723.62","797,637.26","1,230,043.33",0.00,"1,230,043.33","2,939,266.02",9.09,9.09
PL,Poland,2014PL16M2OP006,Małolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2016,"2,068,587,710.00",0.00,"2,068,587,710.00","58,334,173.47",0.00,0.00,0.00,"58,334,173.47","38,889,448.98",0.00,0.00,"38,889,448.98","44,165,774.90",0.00,"44,165,774.90","141,389,397.35",6.84,6.84
DE,Germany,2014DE05SFOP001,Schleswig-Holstein  - ESF,ESF,More developed,2015,"88,790,767.00",0.00,"88,790,767.00","1,669,266.42",0.00,0.00,0.00,"1,669,266.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,669,266.42",1.88,1.88
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - ERDF/ESF/CF/YEI,YEI,,2015,"18,423,072.00",0.00,"18,423,072.00","368,461.44","2,671,345.44",0.00,"2,671,345.44","3,039,806.88",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,039,806.88",16.50,16.50
IT,Italy,2014IT06RDRP007,Lombardia - Rural Development,EAFRD,,2016,"499,177,000.00",0.00,"499,177,000.00","14,975,310.00",0.00,0.00,0.00,"14,975,310.00",0.00,0.00,0.00,0.00,"24,742,941.69",0.00,"24,742,941.69","39,718,251.69",7.96,7.96
GR,Greece,2014GR16M2OP008,Pelonnesus - ERDF/ESF,ERDF,Transition,2015,"160,803,272.00",0.00,"160,803,272.00","4,528,141.24","5,282,831.44",0.00,"5,282,831.44","9,810,972.68",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,810,972.68",6.10,6.10
ES,Spain,2014ES06RDRP006,Cantabria - Rural Development,EAFRD,,2015,"98,800,000.00",0.00,"98,800,000.00","2,470,000.00",0.00,0.00,0.00,"2,470,000.00",0.00,0.00,0.00,0.00,"2,718,568.41",0.00,"2,718,568.41","5,188,568.41",5.25,5.25
DE,Germany,2014DE05FSOP001,FEAD - Germany,FEAD,,2016,"78,893,211.00",0.00,"78,893,211.00","8,678,253.21",0.00,0.00,0.00,"8,678,253.21",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,678,253.21",11.00,11.00
DE,Germany,2014DE06RDRP011,Mecklenburg-Vorpommern - Rural Development,EAFRD,,2015,"936,781,072.00",0.00,"936,781,072.00","18,735,621.44",0.00,0.00,0.00,"18,735,621.44",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,735,621.44",2.00,2.00
ES,Spain,2014ES06RDRP007,Castilla-La Mancha  - Rural Development,EAFRD,,2016,"1,147,779,504.00",0.00,"1,147,779,504.00","40,172,282.64",0.00,0.00,0.00,"40,172,282.64",0.00,0.00,0.00,0.00,"63,042,487.49",0.00,"63,042,487.49","103,214,770.13",8.99,8.99
FR,France,2014FR16RFOP005,Interregional Rhône - ERDF,ERDF,More developed,2015,"13,596,000.00",0.00,"13,596,000.00","255,604.80",0.00,0.00,0.00,"255,604.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"255,604.80",1.88,1.88
FR,France,2014FR05SFOP001,Employment and Social Inclusion - FR - ESF,ESF,More developed,2014,"1,942,378,755.00",0.00,"1,942,378,755.00","18,252,781.88",0.00,0.00,0.00,"18,252,781.88",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,252,781.88",0.94,0.94
PL,Poland,2014PL16M2OP004,Lubuskie Voivodeship - ERDF/ESF,ERDF,Less developed,2017,"651,814,747.00",0.00,"651,814,747.00","18,381,175.86",0.00,0.00,0.00,"18,381,175.86","28,337,646.12",0.00,"12,254,117.24","16,083,528.88","41,971,517.95",0.00,"41,971,517.95","76,436,222.69",11.73,11.73
ES,Spain,2014ES06RDRP010,Extremadura - Rural Development,EAFRD,,2015,"890,932,690.00",0.00,"890,932,690.00","22,273,317.25",0.00,0.00,0.00,"22,273,317.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,273,317.25",2.50,2.50
IE,Ireland,2014IE16RFOP001,Border Midland and Western Regional - ERDF,ERDF,More developed,2014,"160,097,179.00",0.00,"160,097,179.00","2,257,370.21",0.00,0.00,0.00,"2,257,370.21",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,257,370.21",1.41,1.41
PT,Portugal,2014PT16M2OP002,Centro - ERDF/ESF,ESF,Less developed,2014,"403,517,052.00",0.00,"403,517,052.00","5,689,590.44",0.00,0.00,0.00,"5,689,590.44",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,689,590.44",1.41,1.41
FR,France,2014FR16M0OP004,Champagne-Ardenne - ERDF/ESF/YEI,ESF,More developed,2015,"35,988,228.00",0.00,"35,988,228.00","676,578.68",0.00,0.00,0.00,"676,578.68",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"676,578.68",1.88,1.88
FR,France,2014FR16M0OP008,Picardie - ERDF/ESF/YEI,YEI Specific Allocation,,2017,"11,234,154.00",0.00,"11,234,154.00","214,580.34","2,074,276.62",0.00,"2,074,276.62","2,288,856.96","330,811.36",0.00,"143,053.56","187,757.80","2,464,408.20",0.00,"2,464,408.20","4,941,022.96",43.98,43.98
SK,Slovakia,2014SK06RDNP001,Slovakia - National Rural Development,EAFRD,,2015,"1,545,272,844.00",0.00,"1,545,272,844.00","30,905,456.88",0.00,0.00,0.00,"30,905,456.88",0.00,0.00,0.00,0.00,"61,667,350.84",0.00,"61,667,350.84","92,572,807.72",5.99,5.99
DE,Germany,2014DE06RDRP010,Hessen - Rural Development,EAFRD,,2015,"318,864,991.00",0.00,"318,864,991.00","6,377,299.82",0.00,0.00,0.00,"6,377,299.82",0.00,0.00,0.00,0.00,"15,453,471.74",0.00,"15,453,471.74","21,830,771.56",6.85,6.85
FR,France,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,YEI Specific Allocation,,2017,"3,694,247.00",0.00,"3,694,247.00","66,000.00","638,000.00",0.00,"638,000.00","704,000.00","101,750.00",0.00,"44,000.00","57,750.00","183,825.88",0.00,"183,825.88","945,575.88",25.60,25.60
IT,Italy,2014IT06RDRP004,Friuli-Venezia Giulia - Rural Development,EAFRD,,2017,"126,042,000.00",0.00,"126,042,000.00","3,830,760.00",0.00,0.00,0.00,"3,830,760.00",0.00,0.00,0.00,0.00,"3,251,540.70",0.00,"3,251,540.70","7,082,300.70",5.62,5.62
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI Specific Allocation,,2015,"46,309,700.00",0.00,"46,309,700.00","926,194.00","13,429,813.00",0.00,"13,429,813.00","14,356,007.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,356,007.00",31.00,31.00
PT,Portugal,2014PT06RDRP003,Madeira - Rural Development,EAFRD,,2016,"179,449,500.00",0.00,"179,449,500.00","6,280,732.50",0.00,0.00,0.00,"6,280,732.50",0.00,0.00,0.00,0.00,"8,035,597.87",0.00,"8,035,597.87","14,316,330.37",7.98,7.98
LV,Latvia,2014LV05FMOP001,FEAD - Latvia,FEAD,,2014,"41,024,469.00",0.00,"41,024,469.00","4,512,691.59",0.00,0.00,0.00,"4,512,691.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,512,691.59",11.00,11.00
ES,Spain,2014ES05FMOP001,FEAD - Spain,FEAD,,2017,"563,410,224.00",0.00,"563,410,224.00","61,975,124.64",0.00,0.00,0.00,"61,975,124.64",0.00,0.00,0.00,0.00,"193,440,100.32",0.00,"193,440,100.32","255,415,224.96",45.33,45.33
LT,Lithuania,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,ESF,Less developed,2015,"1,095,501,471.00",0.00,"1,095,501,471.00","20,595,427.66",0.00,0.00,0.00,"20,595,427.66",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,595,427.66",1.88,1.88
HU,Hungary,2014HU16M2OP001,Territorial and settlement Development  - ERDF/ESF,ESF,Less developed,2017,"411,904,753.00",0.00,"411,904,753.00","11,615,714.07",0.00,0.00,0.00,"11,615,714.07","17,907,559.18",0.00,"7,743,809.38","10,163,749.80","2,970,133.33",0.00,"2,970,133.33","24,749,597.20",6.01,6.01
ES,Spain,2014ES05SFOP003,Murcia - ESF,ESF,Transition,2017,"90,938,861.00",0.00,"90,938,861.00","2,991,888.52",0.00,0.00,0.00,"2,991,888.52","3,953,566.97",0.00,"1,709,650.58","2,243,916.39",0.00,0.00,0.00,"5,235,804.91",5.76,5.76
ES,Spain,2014ES05SFOP004,Asturias - ESF,ESF,More developed,2016,"86,996,940.00",0.00,"86,996,940.00","2,862,199.31",0.00,0.00,0.00,"2,862,199.31","1,635,542.46",0.00,0.00,"1,635,542.46",0.00,0.00,0.00,"4,497,741.77",5.17,5.17
IT,Italy,2014IT16M2OP004,Metrolitan Cities - ERDF/ESF,ERDF,Less developed,2016,"323,562,214.00",0.00,"323,562,214.00","9,124,454.43",0.00,0.00,0.00,"9,124,454.43","6,082,969.62",0.00,0.00,"6,082,969.62",0.00,0.00,0.00,"15,207,424.05",4.70,4.70
GR,Greece,2014GR16M3TA001,Technical assistance - ERDF/ESF/CF,ERDF,More developed,2015,"36,330,783.00",0.00,"36,330,783.00","1,089,923.50","1,271,577.41",0.00,"1,271,577.41","2,361,500.91",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,361,500.91",6.50,6.50
ES,Spain,2014ES16RFOP004,Aragón  - ERDF,ERDF,More developed,2015,"119,947,338.00",0.00,"119,947,338.00","2,792,275.65",0.00,0.00,0.00,"2,792,275.65",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,792,275.65",2.33,2.33
SE,Sweden,2014SE16RFOP008,Upper Norrland - ERDF,ERDF,More developed,2014,"92,380,730.00",0.00,"92,380,730.00","871,370.94",0.00,0.00,0.00,"871,370.94",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"871,370.94",0.94,0.94
EE,Estonia,2014EE16M3OP001,Cohesion Policy Funding - EE - ERDF/ESF/CF,ESF,Less developed,2016,"586,977,010.00",0.00,"586,977,010.00","16,552,751.67",0.00,0.00,0.00,"16,552,751.67","11,035,167.78",0.00,0.00,"11,035,167.78","23,654,063.82",0.00,"23,654,063.82","51,241,983.27",8.73,8.73
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - ERDF/ESF/CF/YEI,ERDF,More developed,2015,"508,377,655.00",0.00,"508,377,655.00","9,557,499.92",0.00,0.00,0.00,"9,557,499.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,557,499.92",1.88,1.88
LT,Lithuania,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,CF,,2016,"2,048,917,626.00",0.00,"2,048,917,626.00","57,779,477.04",0.00,0.00,0.00,"57,779,477.04","38,519,651.36",0.00,0.00,"38,519,651.36","95,004,862.20",0.00,"95,004,862.20","191,303,990.60",9.34,9.34
PL,Poland,2014PL16M2OP016,Zachodniomorskie Voivodeship - ERDF/ESF,ERDF,Less developed,2017,"1,150,818,353.00",0.00,"1,150,818,353.00","32,453,077.56",0.00,0.00,0.00,"32,453,077.56","50,031,827.91",0.00,"21,635,385.04","28,396,442.87","80,025,186.42",0.00,"80,025,186.42","140,874,706.85",12.24,12.24
PL,Poland,2014PL16M2OP001,Dolnośląskie Voivodeship - ERDF/ESF,ESF,Less developed,2016,"633,630,483.00",0.00,"633,630,483.00","17,868,379.68",0.00,0.00,0.00,"17,868,379.68","11,912,253.12",0.00,0.00,"11,912,253.12","18,150,532.42",0.00,"18,150,532.42","47,931,165.22",7.56,7.56
FR,France,2014FR06RDRP024,Centre - Rural Development,EAFRD,,2016,"345,908,130.00",0.00,"345,908,130.00","10,377,243.90",0.00,0.00,0.00,"10,377,243.90",0.00,0.00,0.00,0.00,"16,764,257.39",0.00,"16,764,257.39","27,141,501.29",7.85,7.85
DE,Germany,2014DE05SFOP006,Brandenburg - ESF,ESF,Transition,2014,"362,418,526.00",0.00,"362,418,526.00","3,406,734.14",0.00,0.00,0.00,"3,406,734.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,406,734.14",0.94,0.94
IT,Italy,2014IT05SFOP015,Toscana  - ESF,ESF,More developed,2015,"366,481,608.00",0.00,"366,481,608.00","6,889,854.24",0.00,0.00,0.00,"6,889,854.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,889,854.24",1.88,1.88
SE,Sweden,2014SE16RFOP009,National fund for investments in growth and jobs - ERDF,ERDF,More developed,2015,"133,244,750.00",0.00,"133,244,750.00","2,505,001.24",0.00,0.00,0.00,"2,505,001.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,505,001.24",1.88,1.88
PT,Portugal,2014PT05M9OP001,Social Inclusion and Employment - PT - ESF/YEI,YEI,,2015,"321,544,338.00",0.00,"321,544,338.00","8,038,608.46","46,623,929.01",0.00,"46,623,929.01","54,662,537.47",0.00,0.00,0.00,0.00,"133,231,676.85",0.00,"133,231,676.85","187,894,214.32",58.43,58.43
IT,Italy,2014IT06RDRP009,Piemonte - Rural Development,EAFRD,,2017,"465,238,000.00",0.00,"465,238,000.00","14,139,750.00",0.00,0.00,0.00,"14,139,750.00",0.00,0.00,0.00,0.00,"38,234,579.84",0.00,"38,234,579.84","52,374,329.84",11.26,11.26
FR,France,2014FR16M0OP014,Regional programme Bourgogne 2014-2020,ERDF,More developed,2014,"183,532,126.00",0.00,"183,532,126.00","1,725,201.98",0.00,0.00,0.00,"1,725,201.98",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,725,201.98",0.94,0.94
FR,France,2014FR16M2TA001,Technical Assistance - FR - ERDF/ESF,ERDF,More developed,2014,"17,936,439.00",0.00,"17,936,439.00","179,364.39",0.00,0.00,0.00,"179,364.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"179,364.39",1.00,1.00
PL,Poland,2014PL16M2OP012,Śląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2015,"2,498,891,499.00",0.00,"2,498,891,499.00","46,979,160.10",0.00,0.00,0.00,"46,979,160.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"46,979,160.10",1.88,1.88
IE,Ireland,2014IE05M9OP001,Ireland - ESF/YEI,ESF,More developed,2015,"474,291,142.00",0.00,"474,291,142.00","11,145,841.82",0.00,0.00,0.00,"11,145,841.82",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,145,841.82",2.35,2.35
IT,Italy,2014IT05M9OP001,Youth Employment - IT - ESF/YEI,YEI ESF Matching Component,,2016,"567,511,248.00",0.00,"567,511,248.00","17,025,337.44",0.00,0.00,0.00,"17,025,337.44","11,350,224.96",0.00,0.00,"11,350,224.96","65,707,779.45",0.00,"65,707,779.45","94,083,341.85",16.58,16.58
ES,Spain,2014ES16RFOP014,Extremadura  - ERDF,ERDF,Less developed,2015,"679,333,821.00",0.00,"679,333,821.00","15,851,844.80",0.00,0.00,0.00,"15,851,844.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,851,844.80",2.33,2.33
PT,Portugal,2014PT05FMOP001,FEAD - Portugal,FEAD,,2017,"176,946,201.00",0.00,"176,946,201.00","19,464,082.11",0.00,0.00,0.00,"19,464,082.11",0.00,0.00,0.00,0.00,"15,993,467.48",0.00,"15,993,467.48","35,457,549.59",20.04,20.04
PT,Portugal,2014PT16M2OP003,Alentejo - ERDF/ESF,ERDF,Less developed,2015,"898,239,373.00",0.00,"898,239,373.00","21,090,625.85",0.00,0.00,0.00,"21,090,625.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,090,625.85",2.35,2.35
IT,Italy,2014IT16RFOP011,Liguria - ERDF,ERDF,More developed,2017,"196,272,620.00",0.00,"196,272,620.00","5,534,887.89",0.00,0.00,0.00,"5,534,887.89","8,532,952.16",0.00,"3,689,925.26","4,843,026.90","6,061,859.96",0.00,"6,061,859.96","16,439,774.75",8.38,8.38
BG,Bulgaria,2014BG16M1OP001,Transport and transport infrastructure - BG - ERDF/CF,ERDF,Less developed,2015,"459,761,907.00",0.00,"459,761,907.00","8,643,523.82",0.00,0.00,0.00,"8,643,523.82",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,643,523.82",1.88,1.88
